Internship_ID,Company,Required_Field,Required_Skills,Location,Role
7814,"Mason, Richmond and Gould",Pharmacy,"Clinical Pharmacy, Chemistry",Lagos,Administrative Intern
7815,Mora-Sawyer,Electrical Engineering,"Signal Processing, Power Systems",Ibadan,Electrical Engineering Intern
7816,Miller-Cabrera,Electrical Engineering,Embedded Systems,Enugu,Electrical Engineering Intern
7817,"Valencia, Hamilton and Floyd",Nursing Science,"Clinical Practice, Anatomy, Pharmacology",Kano,Nursing Intern
7818,Williams-James,Mechanical Engineering,"SolidWorks, CAD, MATLAB",Kaduna,Mechanical Engineering Intern
7819,Herman Group,Architecture,"AutoCAD, Building Design",Lagos,Design Intern
7820,"Houston, Lucero and Williams",Civil Engineering,"AutoCAD, Construction Management",Kaduna,Civil Engineering Intern
7821,"Cole, Russell and Smith",Electrical Engineering,Signal Processing,Enugu,Electrical Engineering Intern
7822,"Glenn, Jackson and Smith",Mechanical Engineering,"MATLAB, Finite Element Analysis, CAD",Abuja,Mechanical Engineering Intern
7823,Barry PLC,Pharmacy,"Drug Design, Chemistry, Pharmacology",Kano,Design Intern
7824,"Gordon, Burnett and Raymond",Civil Engineering,Structural Analysis,Kano,Civil Engineering Intern
7825,Brooks-Williamson,Civil Engineering,"Structural Analysis, Surveying, AutoCAD",Lagos,Civil Engineering Intern
7826,Watts Group,Medical Laboratory Science,"Microscopy, Biochemistry, Pathology",Abuja,Administrative Intern
7827,Lester-Roberts,Architecture,"AutoCAD, Sustainable Architecture, Building Design",Aba,Design Intern
7828,Montgomery Inc,Business Administration,Management,Abuja,Business Intern
7829,Suarez Inc,Nursing Science,"Pharmacology, Clinical Practice",Abuja,Nursing Intern
7830,Wagner-Kelly,Pharmacy,"Chemistry, Clinical Pharmacy",Kano,Administrative Intern
7831,"Silva, Wyatt and Phillips",Medical Laboratory Science,"Lab Techniques, Microscopy, Pathology",Ibadan,Administrative Intern
7832,"Hernandez, Nguyen and Merritt",Pharmacy,Clinical Pharmacy,Ibadan,Administrative Intern
7833,Pearson and Sons,Civil Engineering,"Construction Management, Structural Analysis, Surveying",Benin City,Civil Engineering Intern
7834,Montes-Lopez,Mechanical Engineering,"MATLAB, Finite Element Analysis, CAD",Enugu,Mechanical Engineering Intern
7835,Browning Group,Civil Engineering,Structural Analysis,Benin City,Civil Engineering Intern
7836,Miller and Sons,Pharmacy,Drug Design,Onitsha,Design Intern
7837,Smith-Rollins,Mechanical Engineering,Finite Element Analysis,Kaduna,Mechanical Engineering Intern
7838,"Smith, Shields and Friedman",Mechanical Engineering,CAD,Port Harcourt,Mechanical Engineering Intern
7839,Sims-Hunter,Medical Laboratory Science,"Lab Techniques, Biochemistry",Onitsha,Administrative Intern
7840,"Waters, Dickson and Richardson",Business Administration,Management,Ibadan,Business Intern
7841,Mendez Group,Petroleum Engineering,"Drilling, Geophysics, Reservoir Engineering",Aba,Petroleum Engineering Intern
7842,Shepard-Caldwell,Civil Engineering,Construction Management,Kano,Civil Engineering Intern
7843,Stevenson Group,Mechanical Engineering,CAD,Benin City,Mechanical Engineering Intern
7844,"White, Daniels and Wright",Mechanical Engineering,"MATLAB, CAD",Benin City,Mechanical Engineering Intern
7845,Flores-Berry,Architecture,Urban Planning,Kano,Administrative Intern
7846,"Hampton, Palmer and Carroll",Medical Laboratory Science,"Pathology, Lab Techniques",Ibadan,Administrative Intern
7847,French-Davies,Medical Laboratory Science,"Biochemistry, Microscopy, Lab Techniques",Kano,Administrative Intern
7848,Jones Group,Business Administration,"Finance, Human Resources",Lagos,HR Intern
7849,Carter-Murray,Computer Science,"ML, Java, SQL",Port Harcourt,Software Engineering Intern
7850,Yates and Sons,Nursing Science,"Anatomy, Patient Care, Clinical Practice",Enugu,Nursing Intern
7851,"King, Brown and Martin",Civil Engineering,Construction Management,Lagos,Civil Engineering Intern
7852,Fleming-Brown,Mechanical Engineering,Finite Element Analysis,Kano,Mechanical Engineering Intern
7853,"Wells, Cook and Watkins",Petroleum Engineering,"Drilling, Geophysics, Reservoir Engineering",Enugu,Petroleum Engineering Intern
7854,Pierce-Rice,Mechanical Engineering,"Finite Element Analysis, SolidWorks",Aba,Mechanical Engineering Intern
7855,Valencia-Myers,Petroleum Engineering,Drilling,Kaduna,Petroleum Engineering Intern
7856,Roberson-Martin,Computer Science,ML,Enugu,Software Engineering Intern
7857,"Stark, Rodriguez and Bolton",Computer Science,"Python, Java",Aba,Software Engineering Intern
7858,Wilkins-Walker,Petroleum Engineering,Reservoir Engineering,Port Harcourt,Petroleum Engineering Intern
7859,"Dawson, Gonzalez and Watkins",Computer Science,"ML, Java",Kaduna,Software Engineering Intern
7860,Haynes and Sons,Pharmacy,"Drug Design, Pharmacology",Kano,Design Intern
7861,"Thomas, Montgomery and Simmons",Nursing Science,"Anatomy, Clinical Practice",Enugu,Nursing Intern
7862,"Scott, Rose and Peterson",Business Administration,Project Management,Lagos,Project Management Intern
7863,Campbell LLC,Electrical Engineering,"Circuit Design, Embedded Systems, C++",Onitsha,Electrical Engineering Intern
7864,Johnson Ltd,Petroleum Engineering,"Reservoir Engineering, Geophysics",Aba,Petroleum Engineering Intern
7865,Baker-White,Computer Science,"ML, SQL",Kano,Software Engineering Intern
7866,Lee-Miller,Architecture,"Urban Planning, Building Design, Sustainable Architecture",Ibadan,Design Intern
7867,Ryan LLC,Computer Science,Python,Onitsha,Software Engineering Intern
7868,"Smith, Moore and Matthews",Petroleum Engineering,Geophysics,Aba,Petroleum Engineering Intern
7869,"Ramirez, Olson and Jones",Electrical Engineering,"Circuit Design, Signal Processing, C++",Ibadan,Electrical Engineering Intern
7870,Smith Ltd,Architecture,"Building Design, Urban Planning, AutoCAD",Onitsha,Design Intern
7871,Campbell PLC,Computer Science,"Python, SQL",Abuja,Software Engineering Intern
7872,Miranda-Fox,Business Administration,Marketing,Benin City,Business Intern
7873,Jackson Inc,Nursing Science,"Patient Care, Clinical Practice, Pharmacology",Kano,Nursing Intern
7874,Christian Inc,Petroleum Engineering,Reservoir Engineering,Aba,Petroleum Engineering Intern
7875,Williams-Austin,Mechanical Engineering,CAD,Benin City,Mechanical Engineering Intern
7876,Barron-Campbell,Pharmacy,"Clinical Pharmacy, Chemistry, Drug Design",Ibadan,Design Intern
7877,Woods-Roberts,Nursing Science,Patient Care,Kaduna,Nursing Intern
7878,Robinson Inc,Medical Laboratory Science,"Biochemistry, Lab Techniques, Pathology",Port Harcourt,Administrative Intern
7879,Swanson LLC,Computer Science,"Java, Python, ML",Abuja,Software Engineering Intern
7880,Hanson-Greer,Computer Science,"Python, Java, ML",Port Harcourt,Software Engineering Intern
7881,Horton and Sons,Petroleum Engineering,"Geophysics, Oil Field Operations",Port Harcourt,Petroleum Engineering Intern
7882,Meza Group,Computer Science,"Python, Java, ML",Lagos,Software Engineering Intern
7883,Garcia-Mills,Pharmacy,"Drug Design, Pharmacology",Ibadan,Design Intern
7884,Alexander-Rasmussen,Computer Science,"C++, ML, Java",Port Harcourt,Software Engineering Intern
7885,Brennan-Miles,Electrical Engineering,"C++, Embedded Systems, Signal Processing",Kano,Electrical Engineering Intern
7886,Moreno Ltd,Computer Science,"ML, Java, Python",Kaduna,Software Engineering Intern
7887,Clark LLC,Nursing Science,Clinical Practice,Kaduna,Nursing Intern
7888,Taylor Group,Pharmacy,"Clinical Pharmacy, Drug Design, Pharmacology",Abuja,Design Intern
7889,"Jackson, Jones and Carlson",Nursing Science,"Anatomy, Patient Care, Clinical Practice",Abuja,Nursing Intern
7890,Mcintyre-Hines,Electrical Engineering,Circuit Design,Lagos,Electrical Engineering Intern
7891,Garrett-Webb,Electrical Engineering,"Embedded Systems, Power Systems, C++",Abuja,Electrical Engineering Intern
7892,Silva Inc,Mechanical Engineering,"SolidWorks, Finite Element Analysis, CAD",Aba,Mechanical Engineering Intern
7893,"Hall, Robbins and Gonzales",Mechanical Engineering,"Finite Element Analysis, MATLAB",Abuja,Mechanical Engineering Intern
7894,Adams-Lawrence,Nursing Science,Patient Care,Ibadan,Nursing Intern
7895,"Edwards, Johnson and Moore",Architecture,"Urban Planning, Sustainable Architecture",Kano,Administrative Intern
7896,Bailey-Fowler,Petroleum Engineering,Reservoir Engineering,Kaduna,Petroleum Engineering Intern
7897,"Benson, King and Becker",Computer Science,"Java, Python",Enugu,Software Engineering Intern
7898,Payne-Young,Mechanical Engineering,Finite Element Analysis,Onitsha,Mechanical Engineering Intern
7899,"Anderson, Griffin and Flores",Mechanical Engineering,"MATLAB, SolidWorks",Enugu,Mechanical Engineering Intern
7900,Davenport-Watson,Pharmacy,"Clinical Pharmacy, Pharmacology, Drug Design",Aba,Design Intern
7901,Jimenez and Sons,Civil Engineering,"Structural Analysis, Construction Management, Surveying",Ibadan,Civil Engineering Intern
7902,"Torres, Barton and Henderson",Pharmacy,Pharmacology,Abuja,Administrative Intern
7903,Smith PLC,Petroleum Engineering,"Oil Field Operations, Drilling",Enugu,Petroleum Engineering Intern
7904,Stevens Inc,Architecture,"AutoCAD, Building Design, Sustainable Architecture",Ibadan,Design Intern
7905,Harris Ltd,Pharmacy,"Clinical Pharmacy, Pharmacology, Chemistry",Kaduna,Administrative Intern
7906,Hayes Ltd,Pharmacy,"Pharmacology, Clinical Pharmacy, Chemistry",Port Harcourt,Administrative Intern
7907,"Blair, Garza and Torres",Architecture,Building Design,Kaduna,Design Intern
7908,Bradley Ltd,Computer Science,Java,Benin City,Software Engineering Intern
7909,Sanchez PLC,Business Administration,"Project Management, Finance",Onitsha,Finance Intern
7910,"Wolf, Young and Robles",Pharmacy,"Clinical Pharmacy, Chemistry",Ibadan,Administrative Intern
7911,Garcia and Sons,Architecture,"Building Design, AutoCAD, Sustainable Architecture",Abuja,Design Intern
7912,Ortega-Medina,Petroleum Engineering,"Geophysics, Oil Field Operations",Aba,Petroleum Engineering Intern
7913,Mata PLC,Architecture,Urban Planning,Kano,Administrative Intern
7914,Hancock-King,Computer Science,"Python, Java, ML",Onitsha,Software Engineering Intern
7915,Cooper-Reed,Pharmacy,Chemistry,Kano,Administrative Intern
7916,"Miller, Harris and Stafford",Architecture,"Building Design, Urban Planning",Kaduna,Design Intern
7917,"Massey, Brown and Knight",Mechanical Engineering,MATLAB,Port Harcourt,Mechanical Engineering Intern
7918,Harris-Mccormick,Pharmacy,"Drug Design, Pharmacology, Chemistry",Abuja,Design Intern
7919,Cantrell-Castillo,Pharmacy,"Pharmacology, Chemistry, Drug Design",Kano,Design Intern
7920,"Phillips, Rowe and Watson",Business Administration,"Project Management, Human Resources, Marketing",Onitsha,HR Intern
7921,Baker-Douglas,Pharmacy,"Pharmacology, Chemistry",Abuja,Administrative Intern
7922,"Cross, Nguyen and Bell",Business Administration,"Project Management, Management, Finance",Onitsha,Finance Intern
7923,"Duke, Clark and Simon",Computer Science,SQL,Enugu,Software Engineering Intern
7924,Smith and Sons,Nursing Science,Patient Care,Enugu,Nursing Intern
7925,Ryan Ltd,Nursing Science,"Anatomy, Patient Care, Clinical Practice",Aba,Nursing Intern
7926,"Ortega, Cardenas and Melendez",Nursing Science,"Anatomy, Patient Care",Onitsha,Nursing Intern
7927,"Smith, Liu and Spencer",Civil Engineering,Surveying,Abuja,Civil Engineering Intern
7928,Hunter-Hart,Architecture,"Sustainable Architecture, Urban Planning",Benin City,Administrative Intern
7929,Melton Ltd,Computer Science,"Python, SQL",Onitsha,Software Engineering Intern
7930,Nguyen-Pacheco,Civil Engineering,"Surveying, Construction Management",Lagos,Civil Engineering Intern
7931,Cooke-Graves,Medical Laboratory Science,"Pathology, Lab Techniques",Kaduna,Administrative Intern
7932,"Newton, Mitchell and Wheeler",Mechanical Engineering,"CAD, MATLAB",Ibadan,Mechanical Engineering Intern
7933,"Jones, Wilson and Holmes",Civil Engineering,"Surveying, Structural Analysis",Onitsha,Civil Engineering Intern
7934,Case Ltd,Business Administration,"Human Resources, Management",Kaduna,HR Intern
7935,Clark-Williams,Electrical Engineering,"Signal Processing, Embedded Systems",Kaduna,Electrical Engineering Intern
7936,Brown Inc,Mechanical Engineering,Finite Element Analysis,Ibadan,Mechanical Engineering Intern
7937,Davis-Johnson,Civil Engineering,"Structural Analysis, Surveying, Construction Management",Kaduna,Civil Engineering Intern
7938,Gibson-Chen,Civil Engineering,"Surveying, Structural Analysis",Onitsha,Civil Engineering Intern
7939,Logan Group,Nursing Science,Clinical Practice,Kano,Nursing Intern
7940,Kirk-Cook,Business Administration,Project Management,Enugu,Project Management Intern
7941,Juarez-Patterson,Civil Engineering,AutoCAD,Kano,Civil Engineering Intern
7942,"Torres, George and May",Medical Laboratory Science,Microscopy,Ibadan,Administrative Intern
7943,Holt Group,Nursing Science,Pharmacology,Benin City,Nursing Intern
7944,"Price, Johnson and Perez",Business Administration,"Marketing, Management, Finance",Port Harcourt,Finance Intern
7945,"Jackson, Schultz and Curry",Mechanical Engineering,"SolidWorks, CAD",Onitsha,Mechanical Engineering Intern
7946,Kane-Lee,Architecture,Urban Planning,Kaduna,Administrative Intern
7947,Harris-Lucas,Business Administration,"Project Management, Marketing, Management",Benin City,Project Management Intern
7948,Smith Ltd,Nursing Science,"Patient Care, Anatomy, Pharmacology",Enugu,Nursing Intern
7949,Hall-Richardson,Medical Laboratory Science,"Lab Techniques, Pathology",Benin City,Administrative Intern
7950,"Marshall, Washington and Berry",Medical Laboratory Science,Biochemistry,Kano,Administrative Intern
7951,"Martinez, Mercer and Shea",Mechanical Engineering,MATLAB,Lagos,Mechanical Engineering Intern
7952,"Vargas, Taylor and Long",Pharmacy,Chemistry,Abuja,Administrative Intern
7953,Bennett-Smith,Business Administration,Human Resources,Ibadan,HR Intern
7954,Sanchez and Sons,Pharmacy,"Chemistry, Clinical Pharmacy",Ibadan,Administrative Intern
7955,Perez Ltd,Civil Engineering,"AutoCAD, Structural Analysis, Construction Management",Ibadan,Civil Engineering Intern
7956,Martinez LLC,Architecture,AutoCAD,Onitsha,Administrative Intern
7957,"Hodges, Hoover and Scott",Computer Science,"C++, SQL",Enugu,Software Engineering Intern
7958,Martin Ltd,Pharmacy,"Clinical Pharmacy, Drug Design, Pharmacology",Kaduna,Design Intern
7959,Ware-Mitchell,Electrical Engineering,Embedded Systems,Kaduna,Electrical Engineering Intern
7960,Osborne and Sons,Petroleum Engineering,"Drilling, Oil Field Operations",Onitsha,Petroleum Engineering Intern
7961,Smith-Mcguire,Civil Engineering,"AutoCAD, Construction Management, Structural Analysis",Enugu,Civil Engineering Intern
7962,"Velasquez, Ruiz and Johnson",Electrical Engineering,"Power Systems, Signal Processing, Circuit Design",Kano,Electrical Engineering Intern
7963,Burns LLC,Electrical Engineering,Signal Processing,Abuja,Electrical Engineering Intern
7964,"Wong, Wolf and Hoffman",Pharmacy,"Chemistry, Clinical Pharmacy, Pharmacology",Abuja,Administrative Intern
7965,"Lewis, Fowler and Pena",Business Administration,"Finance, Human Resources, Marketing",Ibadan,HR Intern
7966,"Horn, Alvarez and Hoover",Business Administration,Management,Port Harcourt,Business Intern
7967,"Farmer, Cook and Johnson",Nursing Science,Patient Care,Kano,Nursing Intern
7968,Carter-Stevens,Business Administration,Marketing,Onitsha,Business Intern
7969,Benjamin LLC,Computer Science,"SQL, Python, C++",Enugu,Software Engineering Intern
7970,Oconnor-Robles,Electrical Engineering,"Embedded Systems, C++",Port Harcourt,Electrical Engineering Intern
7971,"Miller, Madden and Powell",Medical Laboratory Science,Biochemistry,Aba,Administrative Intern
7972,Smith Inc,Mechanical Engineering,"SolidWorks, MATLAB",Port Harcourt,Mechanical Engineering Intern
7973,Petersen-Wilcox,Nursing Science,Anatomy,Aba,Nursing Intern
7974,Johnson-Alvarez,Pharmacy,Drug Design,Ibadan,Design Intern
7975,Barajas-Calderon,Electrical Engineering,"Power Systems, C++",Enugu,Electrical Engineering Intern
7976,Moreno-Ballard,Architecture,Building Design,Aba,Design Intern
7977,"Harris, Herrera and Todd",Petroleum Engineering,"Geophysics, Drilling",Kano,Petroleum Engineering Intern
7978,Charles-Edwards,Civil Engineering,AutoCAD,Port Harcourt,Civil Engineering Intern
7979,Perez-Craig,Computer Science,Java,Ibadan,Software Engineering Intern
7980,Ayers LLC,Civil Engineering,Surveying,Enugu,Civil Engineering Intern
7981,Wilson Inc,Electrical Engineering,Embedded Systems,Aba,Electrical Engineering Intern
7982,Bush LLC,Nursing Science,"Anatomy, Clinical Practice, Pharmacology",Onitsha,Nursing Intern
7983,Wilson-Mora,Electrical Engineering,Signal Processing,Enugu,Electrical Engineering Intern
7984,Mueller PLC,Pharmacy,"Drug Design, Chemistry, Clinical Pharmacy",Aba,Design Intern
7985,Cox-Barnes,Electrical Engineering,Embedded Systems,Benin City,Electrical Engineering Intern
7986,"Chavez, Hernandez and Johnson",Nursing Science,"Pharmacology, Clinical Practice",Lagos,Nursing Intern
7987,"Nguyen, Williams and Esparza",Medical Laboratory Science,Biochemistry,Ibadan,Administrative Intern
